//Card Title,Card ID,Card Value,Card Type,Card Sub Type,Card Badge,Card Series,Year,Peak,Team,Franchise,LastName,FirstName,NickName,Nation,UniformNumber,DayOB,MonthOB,YearOB,Bats,Throws,Position,Pitcher Role,Contact,Gap,Power,Eye,Avoid Ks,BABIP,Contact vL,Gap vL,Power vL,Eye vL,Avoid K vL,BABIP vL,Contact vR,Gap vR,Power vR,Eye vR,Avoid K vR,BABIP vR,GB Hitter Type,FB Hitter Type,BattedBallType,Speed,Steal Rate,Stealing,Baserunning,Sac bunt,Bunt for hit,Stuff,Movement,Control,pHR,pBABIP,Stuff vL,Movement vL,Control vL,pHR vL,pBABIP vL,Stuff vR,Movement vR,Control vR,pHR vR,pBABIP vR,Fastball,Slider,Curveball,Changeup,Cutter,Sinker,Splitter,Forkball,Screwball,Circlechange,Knucklecurve,Knuckleball,Stamina,Hold,GB,Velocity,Arm Slot,Height,Infield Range,Infield Error,Infield Arm,DP,CatcherAbil,CatcherFrame,Catcher Arm,OF Range,OF Error,OF Arm,Pos Rating P,Pos Rating C,Pos Rating 1B,Pos Rating 2B,Pos Rating 3B,Pos Rating SS,Pos Rating LF,Pos Rating CF,Pos Rating RF,LearnC,Learn1B,Learn2B,Learn3B,LearnSS,LearnLF,LearnCF,LearnRF,era,tier,MissionValue,limit,owned,brefid,Buy Order High,Sell Order Low,Last 10 Price,Last 10 Price(VAR),date,Unnamed: 121,PIT,SP_Rating,SP_Rating_Normalized,RP_Rating,RP_Rating_Normalized,CL_Rating,CL_Rating_Normalized
Rookie Sensation RP Joe Kerrigan MON 1976,71476,47,3,,,,1976,N,Montreal Expos,WSN,Kerrigan,Joe,,The United States,18,30,1,1954,1,1,1,12,3,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,1,1,2,0,15,4,6,26,24,12,43,64,56,70,52,33,57,56,62,49,52,69,57,77,54,0,52,0,0,0,0,50,0,0,0,0,0,23,72,0,0.0,4,196,33,20,25,23,0,0,0,10,8,7,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,kerrijo01,6,10,28,297,2025-03-14,,12,41.61146291595161,41.626809268079256,36.37004615140093,36.998630053205446,36.15558934115407,37.606509480386364
MLB 2025 Live RP Orion Kerkering PHI,72364,92,1,,,,2025,N,Philadelphia Phillies,PHI,Kerkering,Orion,,The United States,50,4,4,2001,1,1,1,12,14,12,3,12,19,9,15,13,3,13,20,9,14,12,3,12,19,9,0,0,0,17,11,18,23,86,18,94,93,80,100,80,82,82,77,87,74,103,102,85,110,88,124,126,0,89,0,0,0,0,0,0,0,0,15,37,1,0.0,3,188,20,24,58,13,2,2,3,7,23,25,57,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,4,50,0,0,kerkeor01,0,11111,6176,0,2025-03-14,,12,67.68027137998095,69.13493276192152,59.64062658381254,62.0802197259585,61.16258755684615,64.52024984581577
Snapshot RF John Kerins LS2 1888,70830,68,7,,,,1888,N,Louisville Colonels,BOS,Kerins,John,,The United States,88,15,7,1858,1,1,9,0,68,84,64,78,110,34,70,86,66,79,115,35,68,84,64,78,109,34,0,0,0,80,93,86,90,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0.0,3,178,38,30,32,27,62,108,66,52,54,55,0,68,6,0,0,0,15,0,49,1,1,0,0,0,0,0,1,0,1,2,0,1,kerinjo01,77,0,71,10273,2025-03-14,,12,3.0679033686394823,0.9551768310727534,3.2629164422583288,1.3149716666375828,1.8434322358889814,0.6781072889771981
All-Time Legend 2B Jeff Keppinger HOU Peak,71421,64,4,,,,2010,Y,Houston Astros,HOU,Keppinger,Jeff,,The United States,8,21,4,1980,1,1,4,0,127,51,54,51,141,105,144,47,74,41,150,122,120,53,48,54,138,100,1,1,0,25,15,12,32,52,45,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,33,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.0,4,183,53,89,81,55,0,0,0,9,4,7,0,0,80,64,75,55,0,0,0,0,1,1,1,1,0,0,0,6,1,2,0,0,keppije01,112,289,235,19221,2025-03-14,,12,3.4418770004509773,1.3497983520949397,3.1897275707945516,1.23608694573438,2.434589809878048,1.3143396477820648
MLB 2025 Live LF Max Kepler PHI,72360,73,1,,,,2025,N,Philadelphia Phillies,PHI,Kepler,Max,Rozycki,Germany,26,10,2,1993,2,2,7,0,69,81,82,76,78,60,66,79,76,72,75,59,71,83,85,77,80,61,2,2,0,47,13,85,62,58,36,1,28,1,1,83,1,28,1,1,83,1,28,1,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,4,193,27,41,57,31,6,6,1,74,77,71,0,0,0,0,0,0,92,0,82,0,1,0,0,0,1,1,1,8,2,5,0,1,keplema01,0,189,188,0,2025-03-14,,12,11.44701064279348,9.796912654312365,10.084994065699883,8.667970538488188,11.752564983887138,11.34279497863542
Snapshot 2B Jeff Kent NYM 1995,71051,57,7,,,,1995,N,New York Mets,NYM,Kent,Jeff,,The United States,12,7,3,1968,1,1,4,0,65,69,82,56,71,62,57,86,72,52,74,41,68,64,88,58,70,69,2,2,0,49,33,58,49,4,7,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,29,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0.0,3,185,66,58,40,59,0,0,0,2,6,4,0,0,0,63,0,0,0,0,0,0,1,1,1,0,0,0,0,5,0,1,0,0,kentje01,10,27,24,1423,2025-03-14,,12,2.932637084154465,0.8124422038533575,3.0134447702688947,1.0460851156558297,1.9210408104742043,0.7616333886914395
Unsung Heroes RF Bob Kennedy CLE 1949,70415,65,8,,,,1949,N,Cleveland,CLE,Kennedy,Bob,,The United States,33,18,8,1920,1,1,9,0,69,100,72,55,81,58,63,65,119,64,90,39,72,115,60,53,79,65,2,0,0,59,54,58,66,42,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0.0,4,188,68,58,80,40,0,0,0,78,99,107,0,0,0,0,34,0,14,0,106,0,0,0,1,0,1,0,1,2,1,2,0,0,kennebo01,0,100,102,656,2025-03-14,,12,3.179942767384641,1.073402166193471,3.4061277901225555,1.4693282919072082,1.9707804582856596,0.8151656021749983
Snapshot 2B Adam Kennedy ANA 2003,71048,69,7,,,,2003,N,Anaheim Angels,ANA,Kennedy,Adam,,The United States,2,10,1,1976,2,1,4,0,66,47,64,83,76,58,59,57,43,94,75,45,69,43,71,80,77,63,2,0,0,58,81,78,72,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0.0,3,185,94,92,62,63,0,0,0,1,6,5,0,0,94,101,84,0,0,0,0,0,1,1,1,0,0,0,0,5,1,2,0,0,kennead01,29,99,76,534,2025-03-14,,12,3.36027411736493,1.2636899981791123,3.6593927811878557,1.7423033731615527,2.098128680682338,0.952223915372799
Angels Live 1 - Historical All-Star 2B Howie Kendrick LAA 2011,72722,72,5,,ME,Angels Live 1,2011,N,Los Angeles Angels,ANA,Kendrick,Howie,Truck,The United States,47,12,7,1983,1,1,4,0,86,75,83,55,70,105,89,78,100,55,72,107,86,75,79,56,70,105,0,0,0,79,69,75,96,13,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0.0,4,180,85,64,55,56,0,0,0,52,95,54,0,0,77,81,0,0,66,0,0,0,1,1,0,0,1,0,0,6,2,5,0,1,kendrho01,550,0,395,0,2025-03-14,,12,2.9750669136792505,0.8572146755986991,3.075966860519337,1.1134729239530512,1.9707804582856596,0.8151656021749983
Historical All-Star 3B Ken Keltner CLE 1948,71280,93,5,,,,1948,N,Cleveland,CLE,Keltner,Ken,Butch,The United States,6,31,10,1916,1,1,5,0,66,68,119,98,83,52,80,79,104,88,92,74,62,65,128,102,81,44,0,0,2,30,6,12,32,30,8,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,29,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0.0,3,183,76,75,85,40,0,0,0,7,8,7,0,0,0,0,79,0,0,0,0,0,0,0,1,0,0,0,0,2,4,50,0,0,keltnke01,4050,7979,4561,15796,2025-03-14,,12,3.648533374136426,1.5678646690105336,3.5600998912019977,1.6352831150601088,2.30724158748137,1.1772813345842648
MLB 2025 Live RP Zack Kelly BOS,71840,53,1,,,,2025,N,Boston Red Sox,BOS,Kelly,Zack,,The United States,76,3,3,1995,1,1,1,12,13,10,1,10,14,11,14,10,1,11,15,12,13,10,1,10,14,11,0,0,0,8,13,1,9,23,4,81,67,58,56,91,79,67,58,56,89,83,69,59,57,94,108,92,0,66,78,0,0,0,0,0,0,0,17,32,2,0.0,4,191,11,4,20,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,1,kellyza01,0,25,17,0,2025-03-14,,12,53.571652795997466,54.247346976355146,49.65633513712672,51.31891095816513,55.707444196872466,58.64916084984031
Snapshot RF Pat Kelly CWS 1975,70810,65,7,,,,1975,N,Chicago White Sox,CHW,Kelly,Pat,,The United States,55,30,7,1944,2,2,9,0,69,81,68,91,74,66,65,76,45,88,72,60,71,84,76,92,75,69,0,1,0,76,79,72,79,14,9,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,33,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0.0,4,185,8,1,6,9,0,0,0,57,78,51,0,0,0,0,0,0,0,0,56,0,0,0,0,0,1,1,1,3,1,2,0,1,kellypa01,0,73,89,659,2025-03-14,,12,3.965448626586975,1.9022774947260224,4.0334721686694435,2.1454951082838916,2.434589809878048,1.3143396477820648
MLB 2025 Live RP Michael Kelly ATH,72131,53,1,,,,2025,N,Athletics,OAK,Kelly,Michael,,The United States,47,6,9,1992,1,1,1,12,29,17,2,20,25,35,30,18,3,21,26,36,29,17,2,20,25,35,0,0,0,21,42,5,15,45,39,68,67,70,66,71,63,62,68,60,67,73,71,72,70,74,84,76,0,0,64,0,0,0,0,0,0,0,17,60,3,0.0,3,193,28,29,22,22,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,0,1,0,1,kellymi03,0,18,23,0,2025-03-14,,12,51.53044699685899,52.09344181124085,45.124917355498354,46.434840199177145,48.75588346774113,51.16755514152486
MLB 2025 Live SP Merrill Kelly AZ,72560,65,1,,,,2025,N,Arizona Diamondbacks,ARI,Kelly,Merrill,,The United States,29,14,10,1988,1,1,1,11,21,25,5,13,20,24,23,26,5,14,22,25,21,25,5,13,20,24,0,0,0,20,14,22,22,22,10,62,85,87,75,107,60,81,85,72,100,65,89,89,77,114,65,61,58,65,63,63,0,0,0,0,0,0,57,64,3,0.0,3,188,21,31,51,7,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,2,0,1,kellyme01,36,125,84,0,2025-03-14,,12,64.02904993087463,65.28211951715929,60.03481485569632,62.50508529894739,61.2119114716759,64.57333462736709
T4 Ep. 1 - Snapshot RF King Kelly CHC 1883,73586,46,7,,,T4 Ep. 1,1883,N,Chicago White Stockings,CHC,Kelly,King,,The United States,97,31,12,1857,1,1,9,0,76,127,55,63,84,69,76,138,64,69,82,71,76,124,53,62,85,69,0,1,0,80,85,94,86,71,64,1,16,13,24,1,1,15,13,23,1,1,17,14,25,1,0,26,0,0,0,0,10,0,0,0,0,0,1,6,0,0.0,3,178,59,54,72,40,40,42,69,56,55,120,0,41,0,51,55,40,0,0,82,1,0,1,1,1,0,0,1,0,0,1,0,0,kellyki01,421,957,957,0,2025-05-28,,12,9.636770491068171,7.886725247170906,7.890537606810752,6.302732738922231,7.004117772818816,6.232286541143481
MLB 2025 Live RP Kevin Kelly TB,71876,88,1,,,,2025,N,Tampa Bay Rays,TBD,Kelly,Kevin,,The United States,49,28,11,1997,1,1,1,12,14,14,3,10,11,16,15,15,4,11,12,17,14,14,3,10,11,16,0,0,0,17,12,17,22,71,8,69,99,103,91,117,56,77,88,73,85,78,118,115,106,142,0,73,0,0,72,78,0,0,0,0,0,0,16,38,1,0.0,2,188,34,25,60,14,4,4,3,25,18,40,76,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,8,3,15,0,0,kellyke02,1050,1242,1110,0,2025-03-14,,12,68.76015778488622,70.27444201975524,55.199201779984044,57.29314555668435,59.710167167752644,62.95708481031826
MLB 2025 Live C Carson Kelly CHC,72417,62,1,,,,2025,N,Chicago Cubs,CHC,Kelly,Carson,,The United States,15,14,7,1994,1,1,2,0,70,63,74,85,85,57,73,65,76,87,91,58,69,63,74,84,83,57,0,0,0,21,5,16,21,41,20,1,28,1,1,84,1,28,1,1,84,1,28,1,1,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.0,3,188,48,46,56,46,66,65,72,44,46,54,0,66,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,8,1,2,0,1,kellyca02,7,53,41,0,2025-03-14,,12,11.510827771078729,9.864253263620048,10.218661211373226,8.812040193744288,11.89814267048172,11.499472722449863
MLB 2025 Live SP Mitch Keller PIT,72489,65,1,,,,2025,N,Pittsburgh Pirates,PIT,Keller,Mitch,,The United States,23,4,4,1996,1,1,1,11,17,12,4,13,15,19,18,13,5,14,16,20,17,12,4,13,15,19,0,0,0,21,12,23,30,56,9,65,76,89,80,68,64,73,87,77,66,67,79,91,85,69,81,70,63,61,67,0,0,0,0,0,0,0,61,46,3,0.0,3,191,15,21,49,21,2,2,1,27,22,50,47,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,8,1,2,0,1,kellemi03,0,33,35,0,2025-03-14,,12,60.066883004250904,61.10119282573901,56.07770210455405,58.2400142749891,58.11654024587223,61.24194647804398
Historical All-Star LF Charlie Keller NYY 1946,71256,92,5,,,,1946,N,New York Yankees,NYY,Keller,Charlie,King Kong,The United States,12,12,9,1916,2,1,7,0,62,94,126,122,47,78,46,77,116,120,37,55,68,101,130,122,51,89,0,1,0,46,17,41,37,5,5,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,33,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0.0,3,178,2,3,5,2,0,0,0,64,59,47,0,0,0,0,0,0,72,0,58,0,0,0,0,0,1,0,1,2,4,50,0,0,kellech01,4050,4500,4288,18860,2025-03-14,,12,2.9763845316644932,0.8586050421091509,3.046602474932049,1.0818232849407365,2.0483890328708823,0.8986917018892395
MLB 2025 Live RP Brad Keller CHC,73350,46,1,,,,2025,N,Chicago Cubs,CHC,Keller,Brad,B.K.,The United States,46,27,7,1995,1,1,1,12,16,30,3,14,14,19,18,30,4,15,16,20,16,30,3,14,14,19,0,0,0,16,9,3,36,77,3,63,79,65,80,77,60,76,65,78,73,66,82,66,83,81,0,72,66,0,68,69,65,0,0,0,0,0,34,27,1,0.0,3,196,27,30,61,9,2,2,2,7,23,34,72,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,1,0,1,kellebr01,8,285,171,0,2025-05-05,,12,55.88934053203938,56.69299924125158,51.19459400989188,52.976883262260735,54.10360535144137,56.923031951777034
Tigers Live 1 - Historical All-Star 3B George Kell DET 1950,72721,75,5,,ME,Tigers Live 1,1950,N,Detroit Tigers,DET,Kell,George,,The United States,21,23,8,1922,1,1,5,0,115,123,51,67,135,93,115,89,69,72,140,91,115,141,44,66,133,94,0,1,0,39,20,58,49,54,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.0,4,175,72,98,70,44,0,0,0,4,8,1,0,0,0,0,79,0,0,0,0,0,0,0,1,0,0,0,0,2,2,5,0,1,kellge01,301,450,416,0,2025-03-14,,12,2.70189910873873,0.568964688139004,2.6357522877150457,0.6389991000141759,1.9707804582856596,0.8151656021749983
MLB 2025 Live RF Jarred Kelenic ATL,72267,65,1,,,,2025,N,Atlanta Braves,ATL,Kelenic,Jarred,,The United States,24,16,7,1999,2,2,9,0,68,86,76,74,58,79,65,79,73,70,56,76,70,89,78,76,59,82,1,1,0,64,60,76,69,56,50,1,34,15,15,74,1,34,16,15,73,1,35,15,15,75,33,0,15,11,0,0,0,0,0,0,0,0,48,51,3,0.0,3,185,39,44,70,23,1,1,2,66,66,67,0,0,0,0,0,0,80,37,70,0,1,0,0,0,1,1,1,8,1,2,0,1,kelenja01,0,54,41,0,2025-03-14,,12,19.50356654256005,18.298288347475424,20.340412881808255,19.72150688731076,18.034678452474154,18.10390918280336
MLB 2025 Live 2B Colt Keith DET,72010,73,1,,,,2025,N,Detroit Tigers,DET,Keith,Colt,,The United States,33,14,8,2001,2,1,4,0,78,101,68,78,72,85,75,97,65,75,69,81,79,103,70,79,74,87,3,2,0,61,15,12,45,41,33,19,43,31,25,80,20,44,31,26,82,19,43,31,25,79,40,0,28,0,0,0,0,0,0,0,0,0,52,43,3,0.0,3,188,58,58,69,58,3,3,1,48,45,58,1,0,30,58,0,0,0,0,0,0,1,1,1,1,1,1,1,8,2,5,0,1,keithco01,101,119,121,0,2025-03-14,,12,27.27558633551343,26.499418082888845,26.64401896888038,26.515684703107794,25.361155985109136,25.98901847923847
Derek Jeter Mission - Snapshot SS Bill Keister MLA 1901,70988,52,7,,,Derek Jeter Mission,1901,N,Baltimore Orioles,NYY,Keister,Bill,Wagon Tongue,The United States,77,17,8,1871,2,1,6,0,92,123,40,38,91,89,103,140,8,33,93,104,89,118,50,41,90,84,0,1,0,93,88,87,87,56,49,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,29,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0.0,4,183,49,28,59,39,0,0,0,7,1,2,0,0,0,33,0,19,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,keistbi01,0,25,21,440,2025-03-14,,12,2.887109116664378,0.7644005392767413,2.9400756748015127,0.9670061449993504,1.9210408104742043,0.7616333886914395
MLB 2025 Live CF DaShawn Keirsey Jr. MIN,73139,56,1,,,,2025,N,Minnesota Twins,MIN,Keirsey Jr.,DaShawn,,The United States,21,13,5,1997,2,2,8,0,80,90,48,63,66,100,76,84,45,61,61,94,83,92,50,64,68,102,0,0,0,56,74,90,56,49,58,1,22,2,1,66,1,23,2,1,69,1,22,2,1,66,5,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0.0,3,185,9,11,18,9,1,1,1,81,69,58,0,0,0,0,0,0,35,71,36,0,1,0,0,0,1,1,1,8,0,1,0,1,keirsda01,0,31,29,0,2025-04-09,,12,9.880507723338312,8.143919736692197,9.170676496413533,7.682497134847236,10.380347338264716,9.865948012814153
Snapshot C Jim Keenan CN2 1889,71161,95,7,,,,1889,N,Cincinnati Red Stockings,CIN,Keenan,Jim,,The United States,22,10,2,1856,1,1,2,0,70,83,93,123,70,72,70,83,94,125,71,72,70,83,93,123,70,72,0,1,0,83,87,85,52,8,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,26,0,0,0,0,9,0,0,0,0,0,1,14,2,0.0,4,178,32,26,30,32,75,59,61,6,6,7,0,63,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,75,0,0,keenaji01,21500,32500,24960,22774,2025-03-14,,12,2.722892280503607,0.5911169381059522,3.1307217766144357,1.172489085670723,2.219792804329116,1.0831647267158475
Rookie Sensation SP Cactus Keck CIN 1922,71591,70,3,,,,1922,N,Cincinnati Reds,CIN,Keck,Cactus,,The United States,63,13,1,1899,1,1,1,11,3,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,1,0,1,0,15,5,6,25,26,39,39,91,90,82,109,30,84,62,73,107,49,100,124,95,111,0,0,52,54,0,56,0,0,0,0,0,0,65,53,2,0.0,3,180,24,20,22,23,0,0,0,6,7,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,keckca01,0,154,182,2104,2025-03-14,,12,60.84762939750653,61.92504590796493,53.02217065044341,54.94668919499017,51.65971514597253,54.292799170365846
Future Legend Call-Ups 1B Luke Keaschall MIN 2025,73218,73,6,,,,2025,N,Minnesota Twins,MIN,Keaschall,Luke,,The United States,32,15,8,2002,1,1,3,0,83,95,70,93,83,81,89,100,75,102,91,84,80,94,69,90,80,80,0,0,0,72,58,89,72,57,49,1,24,5,1,72,1,24,5,1,70,1,25,5,1,73,5,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0.0,3,185,49,63,48,48,1,1,1,51,69,49,0,0,78,47,0,0,59,21,48,0,1,1,1,1,1,1,1,8,2,5,0,1,keasclu01,1111,4001,2134,3209,2025-04-24,,12,11.25703199492124,9.596444876351832,10.172802684456055,8.762612773638713,11.066658654067018,10.604589428470693
MLB 2025 Live 1B Luke Keaschall MIN,73293,67,1,,,,2025,N,Minnesota Twins,MIN,Keaschall,Luke,,The United States,32,15,8,2002,1,1,3,0,74,87,65,79,74,76,76,95,72,90,78,76,74,85,63,78,73,77,0,0,0,72,58,78,72,57,49,1,24,5,1,72,1,24,5,1,70,1,25,5,1,73,5,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0.0,3,185,57,69,47,59,1,1,1,69,75,51,0,0,81,18,0,0,0,0,0,0,1,1,1,1,1,1,1,8,1,2,0,1,keasch000luk,30,100,173,0,2025-05-05,,12,11.25703199492124,9.596444876351832,10.172802684456055,8.762612773638713,11.066658654067018,10.604589428470693
Eric Davis Mission - Rookie Sensation RF Austin Kearns CIN 2002,71601,93,3,,,Eric Davis Mission,2002,N,Cincinnati Reds,CIN,Kearns,Austin,,The United States,28,20,5,1980,1,1,9,0,91,77,73,91,67,117,107,44,45,146,80,124,88,92,83,78,63,116,2,0,0,53,44,51,52,4,7,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,33,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0.0,4,191,3,9,10,6,0,0,0,85,72,84,0,0,0,0,0,0,108,81,98,0,0,0,0,0,1,1,1,5,4,50,0,1,kearnau01,4002,0,5943,15030,2025-03-14,,12,3.5999072686810383,1.5165538116026438,3.4758837905176763,1.5445129820443722,2.3569812352928254,1.2308135480678237
Rookie Sensation C Bob Kearney OAK 1983,71720,55,3,,,,1983,N,Oakland Athletics,OAK,Kearney,Bob,,The United States,30,3,10,1956,1,1,2,0,59,54,75,69,71,52,73,48,50,83,104,50,56,56,85,64,62,53,2,0,0,25,53,41,37,30,3,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,33,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0.0,3,183,6,8,6,3,33,92,70,5,2,9,0,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1,kearnbo01,6,11,14,633,2025-03-14,,12,3.895839057366602,1.8288246313506469,3.9527829110556585,2.058526291311487,2.3569812352928254,1.2308135480678237
Rookie Sensation 3B Eddie Kazak STL 1949,71686,69,3,,,,1949,N,St. Louis Cardinals,STL,Kazak,Eddie,,The United States,21,18,7,1920,1,1,5,0,91,67,64,56,110,75,77,65,58,44,118,50,100,68,67,59,108,85,0,2,0,29,9,6,25,54,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.0,3,183,58,46,71,46,0,0,0,6,1,4,0,0,0,6,51,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,kazaked01,0,55,53,527,2025-03-14,,12,2.589859709993571,0.4507393530182864,2.492540939850819,0.4846424747445506,1.8434322358889814,0.6781072889771981
Tokyo Series Celebration - All-Time Legend 2B Munenori Kawasaki TOR Peak,72826,56,4,,,Tokyo Series Celebration,2013,Y,Toronto Blue Jays,TOR,Kawasaki,Munenori,Muni,Japan,66,3,6,1981,2,1,4,0,76,55,9,97,83,72,73,36,1,78,65,81,78,61,12,105,93,69,0,0,0,69,44,72,69,102,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.0,3,180,79,65,69,46,0,0,0,10,9,2,0,0,0,74,68,60,0,0,0,0,0,1,1,1,0,0,0,6,0,1,0,0,kawasmu01,6,72,37,845,2025-03-20,,12,2.9942698574641775,0.8774778552453625,3.032228626644573,1.0663308065381465,2.225476903079016,1.089282228570599
Snapshot RP Andy Karl PHI 1944,70598,82,7,,,,1944,N,Philadelphia Blue Jays,PHI,Karl,Andy,,The United States,28,8,4,1914,1,1,1,12,3,4,2,3,1,1,3,4,2,3,1,1,3,4,2,3,1,1,0,0,0,9,5,6,13,24,56,49,112,80,104,128,56,109,62,103,121,41,115,104,106,133,49,0,0,0,0,0,0,0,0,0,49,73,24,43,2,0.0,3,183,33,20,25,23,0,0,0,2,3,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,0,0,karlan01,1111,1550,1771,3959,2025-03-14,,12,62.895798639567055,64.0862989826742,51.23207088864142,53.017276740959794,52.058212421438654,54.72168120233625
All-Time Legend C Ron Karkovice CWS Peak,71438,64,4,,,,1993,Y,Chicago White Sox,CHW,Karkovice,Ron,Officer,The United States,20,8,8,1963,1,1,2,0,40,91,82,69,39,43,39,97,81,68,38,43,41,89,83,70,40,44,2,0,0,36,25,67,48,98,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0.0,3,185,5,6,8,9,77,94,94,8,9,2,0,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,2,0,0,karkoro01,0,444,225,2813,2025-03-14,,12,2.680915644973745,0.5468226821715183,2.6392791307855825,0.6428004160575088,1.8434322358889814,0.6781072889771981
PG Last Out - Unsung Heroes RF Gabe Kapler TB 2010,72938,42,8,,,PG Last Out,2010,N,Tampa Bay Rays,TBD,Kapler,Gabe,,The United States,19,31,7,1975,1,1,9,0,67,71,30,78,62,75,66,22,55,60,88,48,69,88,19,86,55,84,0,0,0,51,44,58,52,18,9,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,33,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0.0,3,188,8,7,3,3,0,0,0,53,89,73,0,0,0,0,0,0,70,29,63,0,0,0,0,0,1,1,1,6,0,1,0,0,kaplega01,7,60,37,0,2025-05-09,,12,3.7605727728815848,1.6860900041312512,3.703311239066225,1.7896397403297348,2.434589809878048,1.3143396477820648
Snapshot 3B Willie Kamm CWS 1930,71026,62,7,,,,1930,N,Chicago White Sox,CHW,Kamm,Willie,,The United States,7,2,2,1900,1,1,5,0,66,110,37,116,99,38,74,133,53,107,113,46,63,104,33,119,94,36,0,0,0,65,52,61,73,81,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0.0,3,183,55,65,69,47,0,0,0,6,1,5,0,0,0,0,57,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,kammwi01,0,0,51,642,2025-03-14,,12,2.999611417404352,0.8831143342078296,3.1528627990572557,1.1963532106528636,1.8434322358889814,0.6781072889771981
